board_id,project_name,sprint_id,sprint_name,sprint_created_date,sprint_complete_date,sprint_start_date,sprint_end_date,issue_id,issue_key,issue_created,epic_key,issue_type,issue_status,is_cycle_time_task,is_cycle_time_status,is_cycle_time_data,in_flight_hours,raw_sums_payload
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28796,IPST-237,2023-08-29T15:57:10.514-0500,,Sub-task,Done,false,true,true,653.04,"{""To Do"":3686800.296,""In Progress"":2350958.407}"
12,Systems Engineering,201,SE-Q4-S22,2023-09-18T15:52:34.807Z,2023-11-22T16:12:13.335Z,2023-11-08T16:20:25.581Z,2023-11-22T05:00:00.000Z,28895,SE-164,2023-08-30T10:23:36.611-0500,,Story,Deployed,true,true,true,1677.76,"{""Product Backlog"":16.184,""To Do"":788120.6730000001,""In Progress"":169661.811,""Ready To Review"":5697273.62,""Ready for QE"":173012.425,""Code Merged"":7614.058}"
7,Policy Lifecycle,189,"PL Q4-S21 (Oct25-Nov7, 2023)",2023-09-01T17:19:39.915Z,2023-11-08T16:38:12.332Z,2023-10-25T15:28:56.458Z,2023-11-08T13:00:00.000Z,28917,PL-120,2023-08-30T13:16:06.617-0500,PL-4,Story,Deployed,true,true,true,1075.19,"{""Product Backlog"":738.292,""To Do"":1043749.028,""In Progress"":1469097.768,""Ready To Review"":604682.075,""Ready for QE"":1621929.475,""In Test"":174956.976,""Test Done"":3.729,""Code Merged"":15598.778}"
12,Systems Engineering,201,SE-Q4-S22,2023-09-18T15:52:34.807Z,2023-11-22T16:12:13.335Z,2023-11-08T16:20:25.581Z,2023-11-22T05:00:00.000Z,28920,SE-167,2023-08-30T13:19:21.771-0500,SE-160,Story,Deployed,true,true,true,214.57,"{""Product Backlog"":5612040.883,""To Do"":433006.875,""In Progress"":681259.753,""Ready To Review"":91193.494,""Code Merged"":7654.565}"
7,Policy Lifecycle,189,"PL Q4-S21 (Oct25-Nov7, 2023)",2023-09-01T17:19:39.915Z,2023-11-08T16:38:12.332Z,2023-10-25T15:28:56.458Z,2023-11-08T13:00:00.000Z,29073,PL-121,2023-08-31T16:01:29.286-0500,PL-4,Story,Deployed,true,true,true,1169.8,"{""Product Backlog"":507.725,""To Do"":607059.691,""In Progress"":2243104.428,""Ready To Review"":497688.246,""Ready for QE"":1295517.761,""In Test"":174941.863,""Rework"":9.806,""Test Done"":4.098,""Code Merged"":15589.999}"
18,Acquisition,52,AQ Sprint 21,2023-06-26T20:32:23.950Z,2023-11-08T16:47:54.098Z,2023-10-25T19:07:05.148Z,2023-11-08T19:41:00.000Z,29077,AQ-239,2023-08-31T16:21:45.380-0500,AQ-126,Story,Cancelled,true,false,false,0,"{""Product Backlog"":1545340.376}"
45,"Documents, Forms, and Ratings",252,PP Q4-P2-S22 (Nov8 - Nov21),2023-10-27T13:20:23.128Z,2023-11-21T18:07:12.508Z,2023-11-08T18:40:50.992Z,2023-11-22T00:44:46.000Z,29108,PP-114,2023-09-01T10:55:13.737-0500,PP-113,Story,Deployed,true,true,true,76.18,"{""Product Backlog"":1046602.107,""To Do"":5246059.074,""In Progress"":270867.559,""Ready To Review"":3346.722,""Ready for QE"":8.704,""In Test"":22.686,""Test Done"":2.82,""Code Merged"":5.14}"
45,"Documents, Forms, and Ratings",252,PP Q4-P2-S22 (Nov8 - Nov21),2023-10-27T13:20:23.128Z,2023-11-21T18:07:12.508Z,2023-11-08T18:40:50.992Z,2023-11-22T00:44:46.000Z,29337,PP-122,2023-09-05T14:41:45.136-0500,PP-113,Story,Deployed,true,true,true,104.33,"{""Product Backlog"":687411.847,""To Do"":5516947.95,""In Progress"":370492.235,""Ready To Review"":5076.244,""Ready for QE"":3.346,""In Test"":4.327,""Test Done"":3.491,""Code Merged"":2.4}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,29338,PP-123,2023-09-05T14:43:45.211-0500,PP-113,Story,Deployed,true,true,true,126.87,"{""Product Backlog"":687292.86,""To Do"":2560267.611,""In Progress"":441550.759,""Ready To Review"":15176.344}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,29339,PP-124,2023-09-05T14:45:21.022-0500,PP-113,Story,Deployed,true,true,true,144.63,"{""Product Backlog"":687198.061,""To Do"":3008005.939,""In Progress"":450411.365,""Ready To Review"":70250.338}"
45,"Documents, Forms, and Ratings",186,PP Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:35:59.049Z,2023-11-08T18:09:14.221Z,2023-10-25T20:44:29.000Z,2023-11-08T02:48:26.000Z,29341,PP-126,2023-09-05T14:48:14.988-0500,PP-113,Story,Deployed,true,true,true,102.18,"{""Product Backlog"":687030.355,""To Do"":3774389.367,""In Progress"":361330.8,""Ready To Review"":5879.588,""Ready for QE"":6.897,""In Test"":26.124000000000002,""Test Done"":14.535,""Code Merged"":11.987,""Deployed"":1541.526,""Rework"":581.578}"
38,Common UI,239,CU Sprint 9,2023-10-16T18:07:09.001Z,2023-11-21T21:43:57.624Z,2023-11-08T17:28:48.891Z,2023-11-22T15:00:00.000Z,29353,CU-77,2023-09-05T16:28:30.006-0500,,Task,Ready for QE,true,false,true,264.37,"{""Product Backlog"":1113408.3,""To Do"":3617363.577,""In Progress"":706024.693,""Ready To Review"":245724.099}"
3,Claims Intake,274,CI Q4-S22 (Nov 8-Nov 21),2023-11-06T14:19:36.292Z,2023-11-21T20:52:47.520Z,2023-11-08T16:21:06.227Z,2023-11-22T05:30:00.000Z,29383,CI-379,2023-09-06T09:12:43.324-0500,CI-381,Story,Deployed,true,true,true,126.27,"{""Product Backlog"":5450966.439,""To Do"":598873.049,""In Progress"":442968.387,""Ready To Review"":1237.693,""Ready for QE"":7084.587,""In Test"":3265.919}"
7,Policy Lifecycle,234,"PL Q4-S22 (Nov8-Nov22, 2023)",2023-10-13T16:05:37.193Z,2023-11-22T16:31:32.900Z,2023-11-08T16:38:39.585Z,2023-11-22T13:00:00.000Z,29428,PL-123,2023-09-06T14:21:07.304-0500,,Task,In Progress,true,false,false,0,"{""Triage"":3158811.361,""To Do"":368870.714}"
15,New Market Expansion ,182,NME Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:13:02.303Z,2023-11-09T14:30:31.682Z,2023-10-26T13:49:56.000Z,2023-11-08T17:39:54.000Z,29549,NME-259,2023-09-07T13:30:05.139-0500,,Story,Cancelled,true,false,false,0,"{""Product Backlog"":8439.262}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,29842,CI-394,2023-09-07T16:05:45.947-0500,CI-381,Story,Deployed,true,true,true,163.42,"{""Product Backlog"":4128046.238,""To Do"":536497.125,""In Progress"":174705.545,""Ready To Review"":330403.215,""Ready for QE"":6245.39,""In Test"":76679.628,""Test Done"":287.173,""Code Merged"":8549.351}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,30039,CI-395,2023-09-07T16:34:24.004-0500,CI-238,Story,Deployed,true,true,true,146.83,"{""Product Backlog"":2915354.189,""To Do"":611084.351,""In Progress"":434443.441,""Ready To Review"":74329.805,""Ready for QE"":18718.101,""In Test"":1095.334,""Code Merged"":69921.273}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,30491,CI-407,2023-09-08T15:21:53.236-0500,CI-238,Story,Deployed,true,true,true,146.38,"{""Product Backlog"":4044278.873,""To Do"":1141.868,""In Progress"":181383.444,""Ready To Review"":334844.313,""Ready for QE"":696.699,""In Test"":9963.68,""Test Done"":65.698,""Code Merged"":70785.818}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,30492,CI-408,2023-09-08T15:21:54.974-0500,,Sub-task,Deployed,false,true,true,0.9,"{""Triage"":2981416.356,""To Do"":1159637.177,""In Progress"":3243.07}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,30493,CI-409,2023-09-08T15:24:47.779-0500,CI-238,Story,Deployed,true,true,true,124.9,"{""Product Backlog"":4044103.944,""To Do"":168440.46,""In Progress"":348917.937,""Ready To Review"":12103.406,""Ready for QE"":1427.776,""In Test"":87070.174,""Test Done"":131.186,""Code Merged"":7575.817}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,30494,CI-410,2023-09-08T15:24:49.407-0500,,Sub-task,Deployed,false,true,true,3.99,"{""Triage"":2981241.923,""To Do"":1226281.076,""In Progress"":14354.205}"
3,Claims Intake,274,CI Q4-S22 (Nov 8-Nov 21),2023-11-06T14:19:36.292Z,2023-11-21T20:52:47.520Z,2023-11-08T16:21:06.227Z,2023-11-22T05:30:00.000Z,30495,CI-411,2023-09-08T15:28:59.538-0500,CI-381,Story,Deployed,true,true,true,260.57,"{""Product Backlog"":5255590.131,""To Do"":94725.05099999999,""In Progress"":536904.674,""Ready To Review"":141984.23,""Ready for QE"":5310.588,""In Test"":20878.59,""Test Done"":232975.339,""Code Merged"":4997.943}"
3,Claims Intake,274,CI Q4-S22 (Nov 8-Nov 21),2023-11-06T14:19:36.292Z,2023-11-21T20:52:47.520Z,2023-11-08T16:21:06.227Z,2023-11-22T05:30:00.000Z,30496,CI-412,2023-09-08T15:29:01.204-0500,,Sub-task,Deployed,false,true,true,1.74,"{""Triage"":2980990.126,""To Do"":2370865.218,""In Progress"":6247.73}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,30537,CI-418,2023-09-11T09:25:37.557-0500,,Sub-task,Deployed,false,true,true,25.89,"{""Triage"":2743593.773,""To Do"":1226404.496,""In Progress"":93187.604}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,30538,CI-419,2023-09-11T09:25:41.460-0500,,Sub-task,Cancelled,false,false,false,0,"{""Triage"":2743589.87,""To Do"":1161967.591,""Product Backlog"":3.425}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30582,PP-136,2023-09-11T12:35:11.785-0500,PP-137,Story,Deployed,true,true,true,139.35,"{""Product Backlog"":2408955.835,""To Do"":798154.194,""In Progress"":149776.531,""Ready To Review"":269622.175,""Ready for QE"":38.784,""In Test"":82214.417,""Test Done"":6.46,""Code Merged"":16215.852}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30584,PP-138,2023-09-11T12:37:28.425-0500,PP-137,Story,Deployed,true,true,true,100.69,"{""Product Backlog"":2408822.678,""To Do"":948589.99,""In Progress"":18834.037,""Ready To Review"":251108.894,""Ready for QE"":25.513,""In Test"":92530.82,""Test Done"":2.233,""Code Merged"":87820.828}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30639,PP-145,2023-09-11T20:02:40.268-0500,PP-141,Story,Deployed,true,true,true,598.64,"{""Product Backlog"":4565.414,""To Do"":1442850.442,""In Progress"":1195361.402,""Ready To Review"":173269.93,""Ready for QE"":322748.71,""In Test"":446211.068,""Rework"":17502.273,""Code Merged"":9450.608}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30643,PP-149,2023-09-11T20:08:15.363-0500,PP-141,Story,Deployed,true,true,true,0.26,"{""Product Backlog"":4233.399,""To Do"":3604774.621,""In Progress"":6.991,""Ready To Review"":10.217,""Ready for QE"":5.719,""In Test"":894.596,""Test Done"":11.153}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30656,PP-151,2023-09-12T08:40:41.780-0500,PP-150,Story,Deployed,true,true,true,122.41,"{""Product Backlog"":101828.444,""To Do"":2423669.983,""In Progress"":440689.596}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30660,PP-152,2023-09-12T08:51:56.035-0500,PP-150,Story,Deployed,true,true,true,125.77,"{""Product Backlog"":86730.476,""To Do"":2507690.279,""In Progress"":91559.486,""Ready To Review"":336301.857,""Ready for QE"":6025.552,""In Test"":18754.725,""Code Merged"":94.434,""Test Done"":135.257}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30661,PP-153,2023-09-12T08:52:29.770-0500,PP-150,Story,Deployed,true,true,true,163.56,"{""Product Backlog"":87096.304,""To Do"":2439462.026,""In Progress"":170825.757,""Ready for QE"":245038.228,""In Test"":172926.852,""Test Done"":18.88,""Code Merged"":6.433}"
45,"Documents, Forms, and Ratings",252,PP Q4-P2-S22 (Nov8 - Nov21),2023-10-27T13:20:23.128Z,2023-11-21T18:07:12.508Z,2023-11-08T18:40:50.992Z,2023-11-22T00:44:46.000Z,30662,PP-154,2023-09-12T08:53:57.052-0500,PP-150,Story,Cancelled,true,false,false,0,"{""Product Backlog"":87471.279,""To Do"":2248045.478}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30663,PP-155,2023-09-12T08:54:58.875-0500,PP-150,Story,Deployed,true,true,true,99.79,"{""Product Backlog"":342792.046,""To Do"":2841832.746,""In Progress"":21522.738999999998,""Ready To Review"":4382.517,""Ready for QE"":4221.955,""Test Done"":329125.6,""Code Merged"":7902.413}"
45,"Documents, Forms, and Ratings",252,PP Q4-P2-S22 (Nov8 - Nov21),2023-10-27T13:20:23.128Z,2023-11-21T18:07:12.508Z,2023-11-08T18:40:50.992Z,2023-11-22T00:44:46.000Z,30664,PP-156,2023-09-12T08:55:29.976-0500,PP-150,Story,Cancelled,true,false,false,0,"{""Product Backlog"":94362.178,""To Do"":636884.132}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30665,PP-157,2023-09-12T08:56:01.245-0500,PP-150,Story,Deployed,true,true,true,172.67,"{""Product Backlog"":94896.126,""To Do"":2941237.394,""In Progress"":166305.348,""Ready To Review"":23055.213,""Ready for QE"":2775.8869999999997,""In Test"":19372.617000000002,""Rework"":410113.578,""Test Done"":1.868,""Code Merged"":76862.493}"
45,"Documents, Forms, and Ratings",252,PP Q4-P2-S22 (Nov8 - Nov21),2023-10-27T13:20:23.128Z,2023-11-21T18:07:12.508Z,2023-11-08T18:40:50.992Z,2023-11-22T00:44:46.000Z,30666,PP-158,2023-09-12T08:56:20.936-0500,PP-150,Story,Cancelled,true,false,false,0,"{""Product Backlog"":95394.242,""To Do"":636193.768}"
45,"Documents, Forms, and Ratings",185,PP Q4-P1-S20 (Oct 11 - Oct24),2023-08-30T17:34:48.101Z,2023-10-25T20:05:09.296Z,2023-10-12T15:18:59.638Z,2023-10-25T21:22:55.000Z,30667,PP-159,2023-09-12T08:56:42.927-0500,PP-150,Story,Deployed,true,true,true,56.99,"{""Product Backlog"":95907.817,""To Do"":2932339.482,""In Progress"":102144.47,""Ready To Review"":63820.584,""Ready for QE"":43.293,""In Test"":39134.895,""Test Done"":4.83,""Code Merged"":52481.544}"
45,"Documents, Forms, and Ratings",186,PP Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:35:59.049Z,2023-11-08T18:09:14.221Z,2023-10-25T20:44:29.000Z,2023-11-08T02:48:26.000Z,30668,PP-160,2023-09-12T09:04:22.175-0500,PP-150,Story,Deployed,true,true,true,453.1,"{""Product Backlog"":274599.263,""To Do"":2852614.931,""In Progress"":1046019.527,""Ready To Review"":145566.079,""Ready for QE"":1142.512,""In Test"":122249.548,""Rework"":64092.482,""Test Done"":252085.293,""Code Merged"":7046.92}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,30721,IPST-240,2023-09-12T14:10:38.066-0500,,Sub-task,Done,false,true,false,0,"{""To Do"":262.05}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,30723,IPST-241,2023-09-12T14:11:01.350-0500,,Sub-task,Done,false,true,false,0,"{""To Do"":2418091.599}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,30725,IPST-242,2023-09-12T14:11:17.309-0500,,Sub-task,Done,false,true,false,0,"{""To Do"":2418078.172}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,30726,IPST-243,2023-09-12T14:11:33.674-0500,,Sub-task,Done,false,true,true,191.08,"{""To Do"":3617598.336,""In Progress"":687899.81}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,30727,IPST-244,2023-09-12T14:11:58.706-0500,,Sub-task,Done,false,true,true,191.08,"{""To Do"":3617574.655,""In Progress"":687900.048}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,30752,IPST-255,2023-09-12T14:55:01.546-0500,,Sub-task,Done,false,true,true,338.1,"{""To Do"":3614886.885,""In Progress"":1217162.369}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,30756,IPST-256,2023-09-12T14:59:34.043-0500,,Sub-task,In Progress,false,false,false,0,"{""To Do"":3614688.75}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,30757,IPST-257,2023-09-12T15:00:10.935-0500,,Sub-task,To Do,false,false,false,0,{}
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,30759,CO-390,2023-09-12T15:00:57.843-0500,CO-125,Story,Deployed,true,true,true,500.74,"{""Product Backlog"":3702132.863,""To Do"":14091.395,""In Progress"":1644240.312,""Ready To Review"":152857.519,""Ready for QE"":229.429,""Test Done"":5343.195,""Code Merged"":20667.025}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,30760,IPST-258,2023-09-12T15:01:13.460-0500,,Sub-task,Done,false,true,false,0,"{""To Do"":6048287.177}"
20,Customer Management,233,CM Q4-S21 (Oct 25-Nov 7 2023),2023-10-13T15:14:28.858Z,2023-11-08T16:28:16.374Z,2023-10-25T14:04:23.000Z,2023-11-07T22:00:00.000Z,30805,CM-323,2023-09-13T08:10:24.649-0500,CM-189,Story,Deployed,true,true,true,831.79,"{""Product Backlog"":1223275.003,""To Do"":517750.202,""In Progress"":1300263.334,""Ready To Review"":162707.797,""Ready for QE"":10987.367,""In Test"":585068.093,""Rework"":88689.13699999999,""Test Done"":846742.487,""Code Merged"":23294.437}"
15,New Market Expansion ,182,NME Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:13:02.303Z,2023-11-09T14:30:31.682Z,2023-10-26T13:49:56.000Z,2023-11-08T17:39:54.000Z,30836,NME-261,2023-09-13T10:28:01.469-0500,NME-156,Story,Cancelled,true,false,true,25.39,"{""Product Backlog"":430748.257,""To Do"":170502.439,""In Progress"":91412.316}"
45,"Documents, Forms, and Ratings",186,PP Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:35:59.049Z,2023-11-08T18:09:14.221Z,2023-10-25T20:44:29.000Z,2023-11-08T02:48:26.000Z,30884,PP-170,2023-09-13T12:57:27.569-0500,PP-150,Story,Deployed,true,true,true,0.45,"{""Product Backlog"":23.865,""To Do"":4679202.774,""In Progress"":1237.872,""Ready To Review"":5.222,""Ready for QE"":3.649,""In Test"":376.061,""Test Done"":3.16,""Code Merged"":4.383}"
45,"Documents, Forms, and Ratings",186,PP Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:35:59.049Z,2023-11-08T18:09:14.221Z,2023-10-25T20:44:29.000Z,2023-11-08T02:48:26.000Z,31006,PP-412,2023-09-14T09:29:52.947-0500,PP-333,Story,Deployed,true,true,true,1034.34,"{""Product Backlog"":92321.157,""Ready to Begin"":442567.627,""In Progress"":1276493.655,""Code Review"":623049.001,""Ready for QE"":437312.184,""In Test"":778822.655,""Code Merged"":327369.096,""Rework"":606324.21,""Assigned to Domain Team"":460.718,""Done"":408.126,""Ready To Review"":1609.703,""Test Done"":2.14}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,31029,IPST-277,2023-09-14T10:35:45.349-0500,,Sub-task,Done,false,true,true,935.18,"{""To Do"":355602.417,""In Progress"":3366638.146}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,31038,IPST-278,2023-09-14T10:37:38.553-0500,,Sub-task,Done,false,true,true,48.95,"{""To Do"":1728708.48,""In Progress"":176212.067,""Done"":7.887}"
18,Acquisition,52,AQ Sprint 21,2023-06-26T20:32:23.950Z,2023-11-08T16:47:54.098Z,2023-10-25T19:07:05.148Z,2023-11-08T19:41:00.000Z,31058,AQ-253,2023-09-14T11:05:53.160-0500,AQ-168,Story,Deployed,true,true,true,460.95,"{""Product Backlog"":2936755.925,""In Progress"":1390714.191,""Ready To Review"":2416.758,""Ready for QE"":244961.551,""In Test"":21338.162}"
15,New Market Expansion ,182,NME Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:13:02.303Z,2023-11-09T14:30:31.682Z,2023-10-26T13:49:56.000Z,2023-11-08T17:39:54.000Z,31133,NME-263,2023-09-15T10:55:05.613-0500,NME-156,Story,Deployed,true,true,true,990.08,"{""Product Backlog"":87.832,""To Do"":9.082,""In Progress"":4567.958,""Ready To Review"":249729.9,""Ready for QE"":2596392.3299999996,""In Test"":713606.172,""Test Done"":2.687,""Code Merged"":58443.996}"
38,Common UI,239,CU Sprint 9,2023-10-16T18:07:09.001Z,2023-11-21T21:43:57.624Z,2023-11-08T17:28:48.891Z,2023-11-22T15:00:00.000Z,31257,CU-92,2023-09-18T13:35:16.252-0500,CU-12,Story,In Progress,true,false,false,0,"{""Product Backlog"":3358777.491}"
38,Common UI,239,CU Sprint 9,2023-10-16T18:07:09.001Z,2023-11-21T21:43:57.624Z,2023-11-08T17:28:48.891Z,2023-11-22T15:00:00.000Z,31258,CU-93,2023-09-18T13:36:28.386-0500,CU-12,Story,Product Backlog,true,false,false,0,{}
38,Common UI,225,CU Sprint 8,2023-10-02T18:06:33.104Z,2023-11-08T17:22:51.111Z,2023-10-25T17:03:58.660Z,2023-11-08T05:00:00.000Z,31259,CU-94,2023-09-18T13:38:08.354-0500,CU-12,Task,Cancelled,true,false,false,0,"{""Triage"":8.252,""To Do"":4401851.231}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,31260,IPST-302,2023-09-18T14:00:03.826-0500,,Sub-task,Done,false,true,false,0,"{""To Do"":772410.69}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,31328,IPST-304,2023-09-19T09:20:07.741-0500,,Story,Done,true,true,true,27.34,"{""To Do"":3030500.513,""In Progress"":98425.166}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,31329,IPST-305,2023-09-19T09:20:59.931-0500,,Sub-task,Done,false,true,false,0,"{""To Do"":181714.733}"
18,Acquisition,52,AQ Sprint 21,2023-06-26T20:32:23.950Z,2023-11-08T16:47:54.098Z,2023-10-25T19:07:05.148Z,2023-11-08T19:41:00.000Z,31371,AQ-261,2023-09-19T13:26:38.878-0500,AQ-126,Task,Deployed,true,true,true,98.66,"{""Triage"":2038094.9,""To Do"":1227955.996,""In Test"":355173.321}"
3,Claims Intake,274,CI Q4-S22 (Nov 8-Nov 21),2023-11-06T14:19:36.292Z,2023-11-21T20:52:47.520Z,2023-11-08T16:21:06.227Z,2023-11-22T05:30:00.000Z,31450,CI-444,2023-09-20T10:29:53.523-0500,,Sub-task,Deployed,false,true,true,0.5,"{""Triage"":1962137.807,""To Do"":2448458.905,""In Progress"":1814.803}"
3,Claims Intake,274,CI Q4-S22 (Nov 8-Nov 21),2023-11-06T14:19:36.292Z,2023-11-21T20:52:47.520Z,2023-11-08T16:21:06.227Z,2023-11-22T05:30:00.000Z,31451,CI-445,2023-09-20T10:30:01.912-0500,,Sub-task,Deployed,false,true,false,0,"{""Triage"":1962129.418,""To Do"":2460367.257}"
